Item_Name,class,Brand,Weight,Number of units,Size of units,Price,T.Price,Pack,Unit
زجاجات وقوارير,"Personal care, skin & body care",,,1,,,,زجاجات,
Top Value Fava Beans - 500g,"Rice, Pasta & Pulses",Top Value,500g,1,,,,كيس,g
شوكولاته داكنه 100 نستله,"Chocolates, Sweets & Desserts",نستله,100ج,1,,,,عبوة,ج
بيور لايف مياه فوارة تفاح ٣٦٠مل 7.95 1 7.95,Water,بيور لايف,360مل,1,,7.95,7.95,زجاجة,مل
ميلكى جبنه موزاريلا مبشور وزن,Dairy & Eggs,ميلكى,,1,,,,عبوة,
زجاجه بيبسى ,Soft Drinks & Juices,بيبسي,,1,,,,زجاجه,
33.00 33.00 1 Farm Frites,Vegetables & Fruits,Farm Frites,,1,,33,33,عبوة,
فرنش بيك خبز فينو,Bakery,فرنش بيك,,1,,,,كيس,
بسكويت ويفر تويكس توين شيكولا,Biscuits & Cakes,تويكس,,1,,,,باكو,
برسيل يدوى 475جم,Cleaning Supplies,برسيل,475جم,1,,,,عبوة,جم
بيبسى زجاجه تربو 2,Soft Drinks & Juices,بيبسي,,2,,,,زجاجه,تربو
لواكر بسكويت بكريمه البندق 175جم,Biscuits & Cakes,لواكر,175جم,1,,,,باكو,جم
زبادي مشروب ماكس فراوله 400جم,Dairy & Eggs,,400جم,1,,,,عبوة,جم
فاميلى لايف عيش تورتيلا 25 سم,Bakery,فاميلى لايف,,1,,,,كيس,
El Rashidi El Mizan Tahina 140g,"Sauces, Dressings & Condiments",El Rashidi El Mizan,140gm,1,,,,عبوة,gm
شوكولاتة فريرو روشيه بالبندق، 3 قطع - 16 عبوة,"Chocolates, Sweets & Desserts",فريرو,,16,,,,عبوة,
ظرف ميلكانا صوص شيدر ظرف,"Sauces, Dressings & Condiments",ميلكانا,,1,,,,عبوة,
زبده فيرن 1كيلو ,Cooking Ingredients,فيرن,1كيلو,1,,,,عبوة,كيلو
بيبيسي  كانز,Soft Drinks & Juices,بيبسي,,1,,,,,
باندا برطمان جبنة شيدر 900 جم,Dairy & Eggs,باندا,900جم,1,,,,عبوة,جم
بيبسى كانز 355 مل,Soft Drinks & Juices,بيبسي,355مل,1,,,,كانز,مل
ريجينا مكرونه انواع 1000جم,"Rice, Pasta & Pulses",ريجينا,1000جم,1,,,,كيس,جم
بقسماط مطحون ريتش بيك - 250 جم,Bakery,ريتش بيك,250جم,1,,,,كيس,جم
حواوشى كندوز صغير,Beef & Processed Meat,,,1,صغير,,,,صغير
موز مسورد,Vegetables & Fruits,,,1,,,,كيس,
كبده صافى,Poultry,,,1,,,,عبوة,
نستلة برديس فراولة 850 جم,"Chocolates, Sweets & Desserts",نستلة برديس,850جم,1,,,,عبوة,جم
علبه فريسكا بلوك,Biscuits & Cakes,فريسكا,,1,,,,علبه,
صوص -ال 0001 أيلاند,"Sauces, Dressings & Condiments",,,1,,,,عبوة,
لفت,Vegetables & Fruits,,,1,,,,كيس,
هاريبو حلوى جيلاتينية  - 160 جم,"Chocolates, Sweets & Desserts",هاريبو,160جم,1,,,,علبة,جم
اريال يدوى 1كيلو جرام,Cleaning Supplies,اريال,1كيلو,1,,,,عبوة,كيلو
الشمعدان ويفر اخضر,Biscuits & Cakes,الشمعدان,,1,,,,باكو,
Al Marakbi Kenyan Black Tea 250g,"Tea, Coffee & Hot Drinks",Al Marakbi,250gm,1,,,,عبوة,gm
جيفركس سبانخ 400جم,Vegetables & Fruits,جيفركس,400جم,1,,,,كيس,جم
الزنجبيل والقرفة - 12 كيس,"Tea, Coffee & Hot Drinks",,,12,,,,عبوة,
Olives-L Black XT,"Tins, Jars & Packets",,,1,,,,علبة,
فريش فارم بيف بيكون وزن,Beef & Processed Meat,فريش فارم,,1,,,,عبوة,
شيبسى بالطماطم 73-83جم,Chips & Crackers,شيبسى,73-83جم,1,,,,كيس,جم
مياه صغيره,Water,,,1,,,,زجاجة,
ايزيس مياه معدنيه جالون 11 لتر,Water,ايزيس,11لتر,1,,,,زجاجة,لتر
9.00 4.50 2 مانشو بريتزل بالجبنة الحارة 35 جم,Chips & Crackers,مانشو,35جم,2,,4.5,9,كيس,جم
اليمنى بن سادة فاتح 100جم,"Tea, Coffee & Hot Drinks",اليمنى,100جم,1,,,,عبوة,جم
جرانورو طماطم مقشره 800جم,"Tins, Jars & Packets",جرانورو,800جم,1,,,,عبوة,جم
حلوانى لانشون ساده  زيتون فلفل,Beef & Processed Meat,حلوانى,,1,,,,عبوة,
كيندر بينو 2 قطعه شيكولاته,"Chocolates, Sweets & Desserts",كيندر,,2,,,,عبوة,
"Super Biscuits, 6 Pieces, 36 Gm - Pack Of 12",Biscuits & Cakes,,36Gm,12,,,,عبوة,Gm
بصل احمر مصري 1 كيلو,Vegetables & Fruits,,1كيلو,1,,,,عبوة,كيلو
موز اكوادوري,Vegetables & Fruits,,,1,,,,كيس,
ميني باتيه رومي,Bakery,,,1,,,,كيس,
إيجى جاردنز صويا صوص غامق 250 مل,"Sauces, Dressings & Condiments",أيجي جاردنز,250مل,1,,,,,مل
بيبسى كانز ,Soft Drinks & Juices,بيبسي,,1,,,,كانز,
علبة دكتور بيبر للصودا بنكهة الكرز 0 smaku wisniowym 330ml,Soft Drinks & Juices,دكتور بيبر,330ml,1,,,,زجاجة,ml
جبنه كيرى طبيعى,Dairy & Eggs,كيرى,,1,,,,عبوة,
ايطالى الوان 15 سم Ardsمسطره بلاستيك,Furniture,,15سم,1,,,,بلاستيك,سم
Almarai Treats Strawberry Tarte Yogurt - 100 gm,Dairy & Eggs,Almarai,100gm,1,,,,عبوة,gm
جولدن اليكس ورق عنب 900 جم,Vegetables & Fruits,جولدن اليكس,900جم,1,,,,عبوة,جم
حواء مكرونه فيوزللي 400جم,"Rice, Pasta & Pulses",حواء,400جم,1,,,,كيس,جم
لمتنا مكرونه خواتم 400جم,"Rice, Pasta & Pulses",لمتنا,400جم,1,,,,كيس,جم
فوق اتوماتيك دوانى ١ كج ملك التوفي,Cleaning Supplies,دوانى,1كج,1,,,,عبوة,كج
بلاستيك 9 مم,Furniture,,9مم,1,,,,بلاستيك,مم
مزارع دينا عصير المانجه,Soft Drinks & Juices,مزارع دينا,,1,,,,عبوة,
فول تدميس بلدي وزن,"Rice, Pasta & Pulses",,,1,,,,كيس,
علبه صغيره f سكر,Sugar & Home Baking,,,1,,,,علبه,
Choice Cauliflower Carrots - 2.5kg,Vegetables & Fruits,Choice,2.5kg,1,,,,كيس,kg
دوريتوس عائلى فلفل حلو,Chips & Crackers,دوريتوس,,1,,,,كيس,
dasani water 600 ml,Water,dasani,600مل,1,,,,زجاجة,مل
مشروب بذور الريحان دوتس بالعنب الاحمر - 280 مل,Soft Drinks & Juices,دوتس,280مل,1,,,,عبوة,مل
Mr.Krisps Potato Chips Pizza 80g,Chips & Crackers,Mr.Krisps,80g,1,,,,كيس,g
Roshen 2 Crack Cracker Sandwich Cocoa   Hazelnut - 235 gram,Biscuits & Cakes,Roshen 2 Crack,,1,,,,باكو,
هاينز كاتشب 200مل,"Sauces, Dressings & Condiments",هاينز,200مل,1,,,,عبوة,مل
جبن بيضاء اسكندراني بالفلفل بالوزن,Dairy & Eggs,,,1,,,,عبوة,
kitkat 4 fingers  36.5 gm,"Chocolates, Sweets & Desserts",kitkat,36جم,1,,,,عبوة,جم
SAFI WATER 330M,Water,SAFI,330M,1,,,,زجاجة,M
لينجهام صوص سيراتشا 280مل,"Sauces, Dressings & Condiments",لينجهام,280مل,1,,,,عبوة,مل
تشكن فيليه سائد-قاموس ستار ساندوتش -بطاطا عادي متوسط 2 -بيبيس كانز2,Home Appliances,بيبسي,,6,متوسط,,,كانز,متوسط
توست قمح ميني دياتوستا - 120جم,Bakery,دياتوستا,120جم,1,,,,كيس,جم
خبز فينو بالحبوب المتنوعه ,Bakery,,,1,,,,كيس,
اطياب صدور بانيه مقرمشه ك طهى 400ج,Poultry,اطياب,400جم,1,,,,عبوة,جم
شراب التمر - 320 جم,Soft Drinks & Juices,,320جم,1,,,,زجاجة,جم
PROCAT Pate With Rabbit & Vegetables 400g,Bakery,PROCAT,400g,1,,,,كيس,g
Small water`,Water,,,1,,,,زجاجة,
ميلرز خلطة توابل سبرينكل بطعم البيتزا - 90جم,Cooking Ingredients,ميلرز,90جم,1,,,,عبوة,جم
عصير جوافه 200مل بشاير,Soft Drinks & Juices,بشاير,200مل,1,,,,عبوة,مل
Three Chefs Singlez Beef Escalope 90gm,Beef & Processed Meat,Three Chefs,90gm,1,,,,عبوة,gm
سانتيه كوكيز 50,Biscuits & Cakes,سانتيه,50جم,1,,,,باكو,جم
ايطاليانو مكرونه صدفه400,"Rice, Pasta & Pulses",ايطاليانو,400,1,,,,كيس,
BEBELAC 1 MILK INF 400GM,Dairy & Eggs,BEBELAC,400gm,1,,,,عبوة,gm
T 8.05 هارفست خل 1لتر (M),"Sauces, Dressings & Condiments",هارفست,1لتر,1,,8.05,8.05,عبوة,لتر
دسانى مياه معدنيه 600مل,Water,دسانى,600مل,1,,,,زجاجة,مل
الضحي ارز فاخر 1 ك,"Rice, Pasta & Pulses",الضحي,1ك,1,,,,كيس,ك
اللحيمي لانشون لحم بفلفل الأسود 250 جم,Beef & Processed Meat,اللحيمي,250جم,1,,,,عبوة,جم
مكرونة مرمرية من كوين - 350 جم,"Rice, Pasta & Pulses",كوين,350جم,1,,,,,جم
"Sunshine Express Tuna - shredded, 95 gm","Tins, Jars & Packets",Sunshine ,95gm,1,,,,علبة,gm
Lamar juice 1 liter types,Soft Drinks & Juices,Lamar,1L,1,,,,عبوة,L
باريلا فارفالي باستا 500 جم,"Rice, Pasta & Pulses",باريلا,500جم,1,,,,كيس,جم
شيفى ميكس خلطه الارز البردان,Cooking Ingredients,شيفى ميكس,,1,,,,عبوة,
ايزيس ينسون باللى,"Tea, Coffee & Hot Drinks",ايزيس,,1,,,,علبة,
روز جاردن مكرونه هلاليه,"Rice, Pasta & Pulses",روز جاردن,,1,,,,كيس,
شيدر مستورد خشالة 0 120 16.44,Dairy & Eggs,,120جرام,1,,16.44,16.44,عبوة,جرام
Cherry tomatoes - 500 gm,Vegetables & Fruits,,500gm,1,,,,كيس,gm
بسلة خضراء سادة من دريا - 400 جرام,Vegetables & Fruits,دريا,400جرام,1,,,,عبوة,جرام
Delica White Chocolate Couverture - 220 Gram,"Chocolates, Sweets & Desserts",Delica,220gm,1,,,,عبوة,gm
Juicy Fresh Mango Juice 300ml,Soft Drinks & Juices,Juicy,300مل,1,,,,زجاجة,مل
Dasani Water 24 x 330ml,Water,Dasani,330ml,24,,,,كرتونة,ml
باب الشام ريحان 20جم,Cooking Ingredients,باب الشام,20جم,1,,,,كيس,جم
Andea Milano Red Grape Vinegar 500ml,"Sauces, Dressings & Condiments",Andea Milano,500ml,1,,,,عبوة,ml
خس ,Vegetables & Fruits,,,1,,,,كيس,
بسمة ملوخية خضراء مخروطة 8.75 1 8.75,Vegetables & Fruits,بسمة,75جم,1,,8.75,8.75,عبوة,جم
كولد ستون بسكويت,Biscuits & Cakes,كولد ستون,,1,,,,باكو,
تيست بيور عرق تربيانكو روستو متبل,Beef & Processed Meat,تيست بيور,,1,,,,عبوة,
حليب جوز هند نباتي جهينة - 1 لتر,Dairy & Eggs,جهينة,1لتر,1,,,,عبوة,لتر
Tag Elmelouk Frutina Juice Powder with Pineapple Flavor - 12 gm,Soft Drinks & Juices,Tag Elmelouk,12gm,1,,,,عبوة,gm
Dobella Pickled Slices Jalapino Pepper - 370 Gram,"Tins, Jars & Packets",Dobella ,370Gm,1,,,,عبوة,Gm
GYLIAN CHOCOLATE SELECTION 174G,"Chocolates, Sweets & Desserts",GYLIAN,174g,1,,,,عبوة,g
Green Land Spread Cream Cheese - 900 gram,Dairy & Eggs,Green Land,900gm,1,,,,علبة,gm
Viva UHT Milk Full Cream 1Litre,Dairy & Eggs,Viva,1Litre,1,,,,عبوة,Litre
Mutaheda Fresh HIP 900gm,Poultry,Mutaheda,900gm,1,,,,عبوة,gm
حلو الشام سحلب 220 جم,"Tea, Coffee & Hot Drinks",حلو الشام,,20,,,,علبة,
T 78.50 مستر كريسبس65ج 2@39.25,Chips & Crackers,مستر كريسبس65ج,65ج,2,,39.25,78.5,كيس,ج
Medium Turkish Coffee – 250 gm,"Tea, Coffee & Hot Drinks",,250gm,1,,,,عبوة,gm
المراعي حليب خالي الدسم 1 لتر,Dairy & Eggs,المراعي,1لتر,1,,,,علبة,لتر
عصير جهينه بريميم اناناس 235م,Soft Drinks & Juices,جهينه,235مل,1,,,,عبوة,مل
بسطرمة بلدى بالثوم _ وزن,Beef & Processed Meat,,,1,,,,عبوة,
Red Apples - By Weight,Vegetables & Fruits,,,1,,,,كيس,
عبدالمعبود بن ساده 200جرام,"Tea, Coffee & Hot Drinks",عبدالمعبود,200جم,1,,,,عبوة,جم
شيبسي جبنه متبله 3ج  ,Chips & Crackers,شيبسي,,1,,3,3,كيس,
AlMarai Oriental Sausage - 300gm,Beef & Processed Meat,AlMarai,300gm,1,,,,عبوة,gm
لمتنا مكرونه لسان عصفور 400جرام,"Rice, Pasta & Pulses",لمتنا,400جرام,1,,,,كيس,جرام
30.50 00% حليب ك.دسم ل1 لاكتيل,Dairy & Eggs,لاكتيل,1L,1,,30.5,30.5,عبوة,L
Alreef Almasry White Eggs 18pcs,Dairy & Eggs,Alreef Almasry,,18,,,,عبوة,
شيبسي بطاطس ملح ١٢ ٨.٠٠ ١ ٨.٠٠,Chips & Crackers,شيبسي,,1,,8,8,كيس,
علبه الغباشى ,Sweets & Desserts,,,1,,,,علبه,
حلوانى لحم رومى مدخن 1ك,Poultry,حلوانى,1ك,1,,,,عبوة,ك
هاينز مايونيز 310جم كلاسيك ,"Sauces, Dressings & Condiments",هاينز,310جم,1,,,,عبوة,جم
Americana Moloukhia 400g,Vegetables & Fruits,Americana,400gm,1,,,,كيس,gm
رواخ عصير عنب احمر ,Soft Drinks & Juices,رواخ,,1,,,,زجاجة,
ليبتون شاى 100فتله علبه مج _معلقه هديه,"Tea, Coffee & Hot Drinks",ليبتون,,100,,,,عبوة,
دسانى مياه 18.9لتر,Water,دسانى,18.9لتر,1,,,,زجاجة,لتر
مياه دساني المعدنية,Water,دساني,,1,,,,زجاجة,
فلفل اسود حصى بالوزن ,Cooking Ingredients,,,1,,,,عبوة,
بيبسى مشروب غازى,Soft Drinks & Juices,بيبسى,,1,,,,زجاجة,
خبز عربي,Bakery,,,1,,,,كيس,
بهارات شيش طاووق اسناد100جم,Cooking Ingredients,اسناد100جم,100جم,1,,,,عبوة,جم
Nestle Water 600	,Water,Nestle,600,1,,,,زجاجة,
علبه مافن متنوع رويال بريدز,Sweets & Desserts,رويال,,1,,,,علبه,
بيبسى مياه غازيه بلاستيك 250 مل,Soft Drinks & Juices,بيبسي,250مل,1,,,,بلاستيك,مل
بوله بلاستيك 12 سم ,Furniture,,12سم,1,,,,بلاستيك,سم
شيكولاتة جيليان غامقة مشكلة - 165جم,"Chocolates, Sweets & Desserts",جيليان,165جم,1,,,,عبوة,جم
مصرية مكرونة إسباجيتى - 350جم,"Rice, Pasta & Pulses",مصرية,350جم,1,,,,كيس,جم
ويفر شوكولاتة كيت كات ، 2 اصابع - 20.5 جم,"Chocolates, Sweets & Desserts",كيت كات,20.5جم,2,,,,عبوة,جم
بانية فيلية دجاج أطياب,Poultry,أطياب,,1,,,,عبوة,
الضحى فول دميس 500غم,"Rice, Pasta & Pulses",الضحى,500جم,1,,,,كيس,جم
مزارع دينا زبادى  75جم,Dairy & Eggs,مزارع دينا,75جم,1,,,,عبوة,جم
Queen Risoni - 350 gram,"Rice, Pasta & Pulses",Queen,350 gram,1,,,,كيس,gram
sm mineral water,Water,,,1,,,,زجاجة,
بوادى طحينه 560ج,"Sauces, Dressings & Condiments",بوادى,560جم,1,,,,عبوة,جم
نيو كتاكيتو شيكول,Biscuits & Cakes,كتاكيتو,,1,,,,باكو,
صلصة باربيكيو - 150 جم,"Tins, Jars & Packets",,150جم,1,,,,عبوة,جم
ابو عوف قهوة تركية بالحبهان 200 جم,"Tea, Coffee & Hot Drinks",ابو عوف,200جم,1,,,,عبوة,جم
خل التفاح بالادين 500 مل,"Sauces, Dressings & Condiments",بالادين,500مل,1,,,,عبوة,مل
Ketchup (6 sachet),"Sauces, Dressings & Condiments",,,6,,,,عبوة,
Nestle Natural Water 1.5 L,Water,Nestle,1.5L,1,,,,زجاجة,L
30.00 Pie Apple 2,Bakery,,,1,,30,30,كيس,
Chipsy Salt Flavoured Potato Chips - 133 gram,Chips & Crackers,Chipsy,133 gram,1,,,,كيس,gram
Chupa Chups Fresh Cola  Lollipop - 120 gm,"Chocolates, Sweets & Desserts",Chupa Chups,120gm,1,,,,عبوة,gm
NESTLE PLAIN YOGHURT 6 +2,Dairy & Eggs,NESTLE,6+2,1,,,,,
Dasani Natural Water 18.90 L ,Water,Dasani,18.9L,1,,,,زجاجة,L
بيك رولز 38ج,Chips & Crackers,بيك رولز,38ج,1,,,,كيس,ج
كبده امريكي وزن,Beef & Processed Meat,,,1,,,,,
اكسير بن ساده فاتح ٢٠٠ جم,"Tea, Coffee & Hot Drinks",اكسير,200جم,1,,,,علبة,جم
حياة مياه طبيعية - 1.5 لتر,Water,حياة,1.5لتر,1,,,,زجاجة,لتر
Domty Plus Feta Cheese - 1 kg,Dairy & Eggs,Domty,1kg,1,,,,عبوة,kg
بامية بسمة زيرو 400 جم,Vegetables & Fruits,بسمة,400جم,1,,,,عبوة,جم
بيتي عصير تروبيكانا جوافه 235 3.99 3 0.00 11.97,Soft Drinks & Juices,بيتي,235مل,1,,3.99,11.97,عبوة,مل
مارشيملو,"Chocolates, Sweets & Desserts",,,1,,,,,
باوتشر هاوس برجر كندوز 1.15 155.00 178.25,Beef & Processed Meat,باوتشر هاوس,1.15,1,,155,178.25,عبوة,
لمتنا مكرونه لازنيه,"Rice, Pasta & Pulses",لمتنا,,1,,,,كيس,
زجاجة ستانلس الوان 280 م,Furniture,,280م,1,,,,زجاجة,م
كريستال ذرة 2.2 لتر,Cooking Ingredients,كريستال,2.2لتر,1,,,,,لتر
Natural distilled Rose water 300ml,Water,,300ml,1,,,,زجاجة,ml
جهينه كريمة طهى 1 لتر,Dairy & Eggs,جهينه,1لتر,1,,,,عبوة,لتر
نستله مياه فواره 240مل,Water,نستله,240مل,1,,,,زجاجة,مل
Dole Pineapple Juice/Orange Natural-250m,Soft Drinks & Juices,Dole,250مل,1,,,,زجاجة,مل
ريجينا مكرونة ودعه 400جم ,"Rice, Pasta & Pulses",ريجينا,400جم,1,,,,كيس,جم
حلواني كوردن بلو، 400 جرام,Poultry,حلواني,400جرام,1,,,,عبوة,جرام
فريش فارم قشطه رومى وزن عرض,Poultry,فريش فارم,,1,,,,عبوة,
بوويدور صوص باستا بالريحان 360 جم,"Sauces, Dressings & Condiments",بوويدور,360جم,1,,,,عبوة,جم
سبيد فوطه تنظيف 9ق 35*3,Cleaning Supplies,سبيد,,9,,,,عبوة,
رانى حبيبات اناناس 240 مل,Soft Drinks & Juices,رانى,240مل,1,,,,زجاجة,مل
كرانشى شيتوس بالجبنه 138جرام ,Chips & Crackers,كرانشى,138جرام,1,,,,كيس,جرام
خبز فينا 5قطع 1 14.75 14.75,Bakery,,,5,,14.75,14.75,كيس,
كوكى بيف برجر جامبو، 15 قطعة,Beef & Processed Meat,كوكى,,15,,,,عبوة,
كيت كات استيك 90 مل,"Chocolates, Sweets & Desserts",كيت كات,90gm,1,,,,عبوة,gm
زجاجه الوان اكر,Furniture,,,1,,,,زجاجه,
شاى ليبتون 100فتله مج,"Tea, Coffee & Hot Drinks",ليبتون,,100,,,,كيس,
انكور زبده200ج,Cooking Ingredients,انكور,200جم,1,,,,عبوة,جم
شيتوس كرانشي,Chips & Crackers,شيتوس,,1,,,,كيس,
Domty Sandwich Feta Plus Olives,Bakery,Domty,,1,,,,باكو,
بيبسى جيب كانز 250 مللى بيبسى,Soft Drinks & Juices,بيبسي,250مل,1,,,,كانز,مل
ريتش بيك بقسماط مطحون 450جم ,Bakery,ريتش بيك,450جم,1,,,,كيس,جم
TIFFANY EVERYDAY BISCUITS MILK 50G,Biscuits & Cakes,TIFFANY,,1,,,,باكو,
اكوافينا مياه طبيعيه600مل,Water,اكوافينا,600مل,1,,,,زجاجة,مل
فيرجينيا زيت زيتون بكر اكسترا 750 مل زجاج,Cooking Ingredients,فيرجينيا,750مل,1,,,,عبوة,مل
Juice Fresh,Soft Drinks & Juices,,,1,,,,عبوة,
بن تركي غامق مع الهيل - 200 جم,"Tea, Coffee & Hot Drinks",,200جم,1,,,,عبوة,جم
عنب ابيض بناتي/ 2 قطعة 6.00 12.00,Vegetables & Fruits,,,2,,6,12,عبوة,
كاتشب  ساشيت,"Sauces, Dressings & Condiments",,,1,,,,عبوة,
ويندوز جبنه 93 جم,Chips & Crackers,ويندوز,93جم,1,,,,كيس,جم
نوتيلا كريمه شيولاته ,"Chocolates, Sweets & Desserts",نوتيلا,,1,,,,عبوة,
الربيع شاي الاكثر قوة 25 فتلة,"Tea, Coffee & Hot Drinks",الربيع,,25,,,,عبوة,
Espresso Bar Cafe - 1 Kg,"Tea, Coffee & Hot Drinks",Espresso,1 Kg,1,,,,,Kg
Fiji Salted Crackers Cheese 37.5g,Chips & Crackers,Fiji,37.5g,1,,,,كيس,g
كانز بيبسى,Soft Drinks & Juices,بيبسي,,1,,,,كانز,
Koki Chicken Meat Cones 350 gm,Poultry,Koki,350gm,1,,,,عبوة,gm
